game 2280 : Score 0 : 132660, score 1 : 106990
game 2281 : Score 0 : 132750, score 1 : 106990
game 2282 : Score 0 : 132750, score 1 : 107150
game 2283 : Score 0 : 132850, score 1 : 107150
game 2284 : Score 0 : 132850, score 1 : 107230
game 2285 : Score 0 : 132850, score 1 : 107320
game 2286 : Score 0 : 132850, score 1 : 107480
game 2287 : Score 0 : 132940, score 1 : 107480
game 2288 : Score 0 : 132940, score 1 : 107580
game 2289 : Score 0 : 133030, score 1 : 107580
game 2290 : Score 0 : 133120, score 1 : 107580
game 2291 : Score 0 : 133280, score 1 : 107580
game 2292 : Score 0 : 133280, score 1 : 107680
game 2293 : Score 0 : 133280, score 1 : 107770
game 2294 : Score 0 : 133370, score 1 : 107770
game 2295 : Score 0 : 133370, score 1 : 107930
game 2296 : Score 0 : 133370, score 1 : 108020
game 2297 : Score 0 : 133370, score 1 : 108100
game 2298 : Score 0 : 133370, score 1 : 108200
game 2299 : Score 0 : 133460, score 1 : 108200
game 2300 : Score 0 : 133550, score 1 : 108200
game 2301 : Score 0 : 133640, score 1 : 108200
game 2302 : Score 0 : 133800, score 1 : 108200
game 2303 : Score 0 : 133900, score 1 : 108200
game 2304 : Score 0 : 133980, score 1 : 108200
game 2305 : Score 0 : 133980, score 1 : 108290
game 2306 : Score 0 : 134070, score 1 : 108290
game 2307 : Score 0 : 134160, score 1 : 108290
game 2308 : Score 0 : 134250, score 1 : 108290
game 2309 : Score 0 : 134410, score 1 : 108290
game 2310 : Score 0 : 134410, score 1 : 108380
game 2311 : Score 0 : 134490, score 1 : 108380
game 2312 : Score 0 : 134580, score 1 : 108380
game 2313 : Score 0 : 134680, score 1 : 108380
game 2314 : Score 0 : 134680, score 1 : 108480
game 2315 : Score 0 : 134760, score 1 : 108480
game 2316 : Score 0 : 134760, score 1 : 108640
game 2317 : Score 0 : 134760, score 1 : 108730
game 2318 : Score 0 : 134850, score 1 : 108730
game 2319 : Score 0 : 134930, score 1 : 108730
game 2320 : Score 0 : 135020, score 1 : 108730
game 2321 : Score 0 : 135180, score 1 : 108730
game 2322 : Score 0 : 135180, score 1 : 108820
game 2323 : Score 0 : 135260, score 1 : 108820
game 2324 : Score 0 : 135340, score 1 : 108820
game 2325 : Score 0 : 135430, score 1 : 108820
game 2326 : Score 0 : 135510, score 1 : 108820
game 2327 : Score 0 : 135670, score 1 : 108820
game 2328 : Score 0 : 135670, score 1 : 108930
game 2329 : Score 0 : 135760, score 1 : 108930
game 2330 : Score 0 : 135760, score 1 : 109020
game 2331 : Score 0 : 135760, score 1 : 109100
game 2332 : Score 0 : 135760, score 1 : 109180
game 2333 : Score 0 : 135760, score 1 : 109260
game 2334 : Score 0 : 135760, score 1 : 109350
game 2335 : Score 0 : 135850, score 1 : 109350
game 2336 : Score 0 : 135850, score 1 : 109440
game 2337 : Score 0 : 135850, score 1 : 109540
game 2338 : Score 0 : 135940, score 1 : 109540
game 2339 : Score 0 : 136100, score 1 : 109540
game 2340 : Score 0 : 136260, score 1 : 109540
game 2341 : Score 0 : 136260, score 1 : 109640
game 2342 : Score 0 : 136340, score 1 : 109640
game 2343 : Score 0 : 136340, score 1 : 109730
game 2344 : Score 0 : 136420, score 1 : 109730
game 2345 : Score 0 : 136510, score 1 : 109730
game 2346 : Score 0 : 136510, score 1 : 109810
game 2347 : Score 0 : 136600, score 1 : 109810
game 2348 : Score 0 : 136690, score 1 : 109810
game 2349 : Score 0 : 136690, score 1 : 109970
game 2350 : Score 0 : 136690, score 1 : 110080
game 2351 : Score 0 : 136770, score 1 : 110080
game 2352 : Score 0 : 136770, score 1 : 110240
game 2353 : Score 0 : 136770, score 1 : 110330
game 2354 : Score 0 : 136850, score 1 : 110330
game 2355 : Score 0 : 136850, score 1 : 110420
game 2356 : Score 0 : 136940, score 1 : 110420
game 2357 : Score 0 : 137030, score 1 : 110420
game 2358 : Score 0 : 137190, score 1 : 110420
game 2359 : Score 0 : 137270, score 1 : 110420
game 2360 : Score 0 : 137360, score 1 : 110420
game 2361 : Score 0 : 137360, score 1 : 110510
game 2362 : Score 0 : 137360, score 1 : 110600
game 2363 : Score 0 : 137440, score 1 : 110600
game 2364 : Score 0 : 137600, score 1 : 110600
game 2365 : Score 0 : 137600, score 1 : 110760
game 2366 : Score 0 : 137600, score 1 : 110850
game 2367 : Score 0 : 137600, score 1 : 110950
game 2368 : Score 0 : 137680, score 1 : 110950
game 2369 : Score 0 : 137770, score 1 : 110950
game 2370 : Score 0 : 137770, score 1 : 111110
game 2371 : Score 0 : 137850, score 1 : 111110
game 2372 : Score 0 : 137950, score 1 : 111110
game 2373 : Score 0 : 137950, score 1 : 111210
game 2374 : Score 0 : 137950, score 1 : 111300
game 2375 : Score 0 : 138040, score 1 : 111300
game 2376 : Score 0 : 138040, score 1 : 111390
game 2377 : Score 0 : 138040, score 1 : 111480
game 2378 : Score 0 : 138040, score 1 : 111570
game 2379 : Score 0 : 138200, score 1 : 111570
game 2380 : Score 0 : 138290, score 1 : 111570
game 2381 : Score 0 : 138380, score 1 : 111570
game 2382 : Score 0 : 138470, score 1 : 111570
game 2383 : Score 0 : 138560, score 1 : 111570
game 2384 : Score 0 : 138560, score 1 : 111660
game 2385 : Score 0 : 138560, score 1 : 111740
game 2386 : Score 0 : 138560, score 1 : 111830
game 2387 : Score 0 : 138720, score 1 : 111830
game 2388 : Score 0 : 138810, score 1 : 111830
game 2389 : Score 0 : 138810, score 1 : 111920
game 2390 : Score 0 : 138890, score 1 : 111920
game 2391 : Score 0 : 139050, score 1 : 111920
game 2392 : Score 0 : 139210, score 1 : 111920
game 2393 : Score 0 : 139300, score 1 : 111920
game 2394 : Score 0 : 139300, score 1 : 112010
game 2395 : Score 0 : 139300, score 1 : 112090
game 2396 : Score 0 : 139460, score 1 : 112090
game 2397 : Score 0 : 139460, score 1 : 112190
game 2398 : Score 0 : 139540, score 1 : 112190
game 2399 : Score 0 : 139630, score 1 : 112190
game 2400 : Score 0 : 139630, score 1 : 112270
game 2401 : Score 0 : 139720, score 1 : 112270
game 2402 : Score 0 : 139810, score 1 : 112270
game 2403 : Score 0 : 139970, score 1 : 112270
game 2404 : Score 0 : 140060, score 1 : 112270
game 2405 : Score 0 : 140220, score 1 : 112270
game 2406 : Score 0 : 140220, score 1 : 112350
game 2407 : Score 0 : 140380, score 1 : 112350
game 2408 : Score 0 : 140470, score 1 : 112350
game 2409 : Score 0 : 140550, score 1 : 112350
game 2410 : Score 0 : 140640, score 1 : 112350
game 2411 : Score 0 : 140730, score 1 : 112350
game 2412 : Score 0 : 140890, score 1 : 112350
game 2413 : Score 0 : 140980, score 1 : 112350
game 2414 : Score 0 : 140980, score 1 : 112440
game 2415 : Score 0 : 140980, score 1 : 112600
game 2416 : Score 0 : 140980, score 1 : 112690
game 2417 : Score 0 : 140980, score 1 : 112770
game 2418 : Score 0 : 140980, score 1 : 112860
game 2419 : Score 0 : 140980, score 1 : 112950
game 2420 : Score 0 : 141070, score 1 : 112950
game 2421 : Score 0 : 141070, score 1 : 113040
game 2422 : Score 0 : 141150, score 1 : 113040
game 2423 : Score 0 : 141230, score 1 : 113040
game 2424 : Score 0 : 141310, score 1 : 113040
game 2425 : Score 0 : 141310, score 1 : 113130
game 2426 : Score 0 : 141390, score 1 : 113130
game 2427 : Score 0 : 141550, score 1 : 113130
game 2428 : Score 0 : 141550, score 1 : 113290
game 2429 : Score 0 : 141640, score 1 : 113290
game 2430 : Score 0 : 141640, score 1 : 113450
game 2431 : Score 0 : 141730, score 1 : 113450
game 2432 : Score 0 : 141810, score 1 : 113450
game 2433 : Score 0 : 141810, score 1 : 113530
game 2434 : Score 0 : 141810, score 1 : 113610
game 2435 : Score 0 : 141970, score 1 : 113610
game 2436 : Score 0 : 141970, score 1 : 113710
game 2437 : Score 0 : 141970, score 1 : 113790
game 2438 : Score 0 : 142070, score 1 : 113790
game 2439 : Score 0 : 142070, score 1 : 113950
game 2440 : Score 0 : 142070, score 1 : 114030
game 2441 : Score 0 : 142070, score 1 : 114110
game 2442 : Score 0 : 142070, score 1 : 114210
game 2443 : Score 0 : 142070, score 1 : 114320
game 2444 : Score 0 : 142070, score 1 : 114400
game 2445 : Score 0 : 142070, score 1 : 114490
game 2446 : Score 0 : 142160, score 1 : 114490
game 2447 : Score 0 : 142160, score 1 : 114650
game 2448 : Score 0 : 142160, score 1 : 114740
game 2449 : Score 0 : 142320, score 1 : 114740
game 2450 : Score 0 : 142320, score 1 : 114820
game 2451 : Score 0 : 142320, score 1 : 114910
game 2452 : Score 0 : 142320, score 1 : 115070
game 2453 : Score 0 : 142410, score 1 : 115070
game 2454 : Score 0 : 142490, score 1 : 115070
game 2455 : Score 0 : 142580, score 1 : 115070
game 2456 : Score 0 : 142740, score 1 : 115070
game 2457 : Score 0 : 142900, score 1 : 115070
game 2458 : Score 0 : 143060, score 1 : 115070
game 2459 : Score 0 : 143060, score 1 : 115230
game 2460 : Score 0 : 143060, score 1 : 115330
game 2461 : Score 0 : 143060, score 1 : 115420
game 2462 : Score 0 : 143150, score 1 : 115420
game 2463 : Score 0 : 143150, score 1 : 115500
game 2464 : Score 0 : 143310, score 1 : 115500
game 2465 : Score 0 : 143310, score 1 : 115660
game 2466 : Score 0 : 143310, score 1 : 115760
game 2467 : Score 0 : 143400, score 1 : 115760
game 2468 : Score 0 : 143490, score 1 : 115760
game 2469 : Score 0 : 143580, score 1 : 115760
game 2470 : Score 0 : 143680, score 1 : 115760
game 2471 : Score 0 : 143680, score 1 : 115920
game 2472 : Score 0 : 143680, score 1 : 116010
game 2473 : Score 0 : 143680, score 1 : 116090
game 2474 : Score 0 : 143770, score 1 : 116090
game 2475 : Score 0 : 143930, score 1 : 116090
game 2476 : Score 0 : 143930, score 1 : 116170
game 2477 : Score 0 : 143930, score 1 : 116330
game 2478 : Score 0 : 143930, score 1 : 116420
game 2479 : Score 0 : 143930, score 1 : 116510
game 2480 : Score 0 : 143930, score 1 : 116590
game 2481 : Score 0 : 144010, score 1 : 116590
game 2482 : Score 0 : 144010, score 1 : 116690
game 2483 : Score 0 : 144010, score 1 : 116770
game 2484 : Score 0 : 144010, score 1 : 116850
game 2485 : Score 0 : 144090, score 1 : 116850
game 2486 : Score 0 : 144180, score 1 : 116850
game 2487 : Score 0 : 144270, score 1 : 116850
game 2488 : Score 0 : 144270, score 1 : 116950
game 2489 : Score 0 : 144350, score 1 : 116950
game 2490 : Score 0 : 144350, score 1 : 117040
game 2491 : Score 0 : 144350, score 1 : 117120
game 2492 : Score 0 : 144430, score 1 : 117120
game 2493 : Score 0 : 144530, score 1 : 117120
game 2494 : Score 0 : 144610, score 1 : 117120
game 2495 : Score 0 : 144700, score 1 : 117120
game 2496 : Score 0 : 144790, score 1 : 117120
game 2497 : Score 0 : 144880, score 1 : 117120
game 2498 : Score 0 : 144980, score 1 : 117120
game 2499 : Score 0 : 144980, score 1 : 117280
game 2500 : Score 0 : 144980, score 1 : 117370
game 2501 : Score 0 : 144980, score 1 : 117460
game 2502 : Score 0 : 145140, score 1 : 117460
game 2503 : Score 0 : 145300, score 1 : 117460
game 2504 : Score 0 : 145400, score 1 : 117460
game 2505 : Score 0 : 145490, score 1 : 117460
game 2506 : Score 0 : 145490, score 1 : 117540
game 2507 : Score 0 : 145580, score 1 : 117540
game 2508 : Score 0 : 145670, score 1 : 117540
game 2509 : Score 0 : 145770, score 1 : 117540
game 2510 : Score 0 : 145770, score 1 : 117630
game 2511 : Score 0 : 145850, score 1 : 117630
game 2512 : Score 0 : 145850, score 1 : 117720
game 2513 : Score 0 : 145850, score 1 : 117810
game 2514 : Score 0 : 145940, score 1 : 117810
game 2515 : Score 0 : 145940, score 1 : 117900
game 2516 : Score 0 : 146100, score 1 : 117900
game 2517 : Score 0 : 146100, score 1 : 117980
game 2518 : Score 0 : 146100, score 1 : 118080
game 2519 : Score 0 : 146190, score 1 : 118080
game 2520 : Score 0 : 146190, score 1 : 118160
game 2521 : Score 0 : 146190, score 1 : 118240
game 2522 : Score 0 : 146280, score 1 : 118240
game 2523 : Score 0 : 146370, score 1 : 118240
game 2524 : Score 0 : 146370, score 1 : 118320
game 2525 : Score 0 : 146450, score 1 : 118320
game 2526 : Score 0 : 146450, score 1 : 118410
game 2527 : Score 0 : 146550, score 1 : 118410
game 2528 : Score 0 : 146550, score 1 : 118500
game 2529 : Score 0 : 146550, score 1 : 118600
game 2530 : Score 0 : 146550, score 1 : 118690
game 2531 : Score 0 : 146640, score 1 : 118690
game 2532 : Score 0 : 146730, score 1 : 118690
game 2533 : Score 0 : 146810, score 1 : 118690
game 2534 : Score 0 : 146810, score 1 : 118850
game 2535 : Score 0 : 146810, score 1 : 118940
game 2536 : Score 0 : 146810, score 1 : 119030
game 2537 : Score 0 : 146810, score 1 : 119110
game 2538 : Score 0 : 146970, score 1 : 119110
game 2539 : Score 0 : 147060, score 1 : 119110
game 2540 : Score 0 : 147060, score 1 : 119270
game 2541 : Score 0 : 147220, score 1 : 119270
game 2542 : Score 0 : 147300, score 1 : 119270
game 2543 : Score 0 : 147300, score 1 : 119370
game 2544 : Score 0 : 147300, score 1 : 119450
game 2545 : Score 0 : 147380, score 1 : 119450
game 2546 : Score 0 : 147540, score 1 : 119450
game 2547 : Score 0 : 147630, score 1 : 119450
game 2548 : Score 0 : 147630, score 1 : 119550
game 2549 : Score 0 : 147710, score 1 : 119550
game 2550 : Score 0 : 147710, score 1 : 119650
game 2551 : Score 0 : 147800, score 1 : 119650
game 2552 : Score 0 : 147880, score 1 : 119650
game 2553 : Score 0 : 147970, score 1 : 119650
game 2554 : Score 0 : 147970, score 1 : 119740
game 2555 : Score 0 : 147970, score 1 : 119820
game 2556 : Score 0 : 147970, score 1 : 119910
game 2557 : Score 0 : 148060, score 1 : 119910
game 2558 : Score 0 : 148140, score 1 : 119910
game 2559 : Score 0 : 148220, score 1 : 119910
game 2560 : Score 0 : 148220, score 1 : 119990
game 2561 : Score 0 : 148220, score 1 : 120080
game 2562 : Score 0 : 148300, score 1 : 120080
game 2563 : Score 0 : 148400, score 1 : 120080
game 2564 : Score 0 : 148490, score 1 : 120080
game 2565 : Score 0 : 148570, score 1 : 120080
game 2566 : Score 0 : 148660, score 1 : 120080
game 2567 : Score 0 : 148660, score 1 : 120240
game 2568 : Score 0 : 148820, score 1 : 120240
game 2569 : Score 0 : 148820, score 1 : 120400
game 2570 : Score 0 : 148900, score 1 : 120400
game 2571 : Score 0 : 149060, score 1 : 120400
game 2572 : Score 0 : 149140, score 1 : 120400
game 2573 : Score 0 : 149140, score 1 : 120480
game 2574 : Score 0 : 149140, score 1 : 120640
game 2575 : Score 0 : 149240, score 1 : 120640
game 2576 : Score 0 : 149320, score 1 : 120640
game 2577 : Score 0 : 149320, score 1 : 120740
game 2578 : Score 0 : 149410, score 1 : 120740
game 2579 : Score 0 : 149490, score 1 : 120740
game 2580 : Score 0 : 149490, score 1 : 120830
game 2581 : Score 0 : 149580, score 1 : 120830
game 2582 : Score 0 : 149580, score 1 : 120910
game 2583 : Score 0 : 149670, score 1 : 120910
game 2584 : Score 0 : 149830, score 1 : 120910
game 2585 : Score 0 : 149920, score 1 : 120910
game 2586 : Score 0 : 149920, score 1 : 121070
game 2587 : Score 0 : 150080, score 1 : 121070
game 2588 : Score 0 : 150240, score 1 : 121070
game 2589 : Score 0 : 150320, score 1 : 121070
game 2590 : Score 0 : 150480, score 1 : 121070
game 2591 : Score 0 : 150560, score 1 : 121070
game 2592 : Score 0 : 150560, score 1 : 121230
game 2593 : Score 0 : 150650, score 1 : 121230
game 2594 : Score 0 : 150650, score 1 : 121390
game 2595 : Score 0 : 150730, score 1 : 121390
game 2596 : Score 0 : 150730, score 1 : 121480
game 2597 : Score 0 : 150730, score 1 : 121570
game 2598 : Score 0 : 150730, score 1 : 121670
game 2599 : Score 0 : 150820, score 1 : 121670
game 2600 : Score 0 : 150820, score 1 : 121760
game 2601 : Score 0 : 150820, score 1 : 121920
game 2602 : Score 0 : 150820, score 1 : 122010
game 2603 : Score 0 : 150820, score 1 : 122100
game 2604 : Score 0 : 150980, score 1 : 122100
game 2605 : Score 0 : 150980, score 1 : 122200
game 2606 : Score 0 : 150980, score 1 : 122290
game 2607 : Score 0 : 150980, score 1 : 122380
game 2608 : Score 0 : 150980, score 1 : 122540
game 2609 : Score 0 : 150980, score 1 : 122700
game 2610 : Score 0 : 151070, score 1 : 122700
game 2611 : Score 0 : 151070, score 1 : 122860
game 2612 : Score 0 : 151070, score 1 : 122950
game 2613 : Score 0 : 151150, score 1 : 122950
game 2614 : Score 0 : 151150, score 1 : 123050
game 2615 : Score 0 : 151150, score 1 : 123130
game 2616 : Score 0 : 151150, score 1 : 123220
game 2617 : Score 0 : 151240, score 1 : 123220
game 2618 : Score 0 : 151400, score 1 : 123220
game 2619 : Score 0 : 151400, score 1 : 123300
game 2620 : Score 0 : 151400, score 1 : 123390
game 2621 : Score 0 : 151490, score 1 : 123390
game 2622 : Score 0 : 151570, score 1 : 123390
game 2623 : Score 0 : 151660, score 1 : 123390
game 2624 : Score 0 : 151660, score 1 : 123480
game 2625 : Score 0 : 151660, score 1 : 123640
game 2626 : Score 0 : 151660, score 1 : 123740
game 2627 : Score 0 : 151740, score 1 : 123740
game 2628 : Score 0 : 151740, score 1 : 123820
game 2629 : Score 0 : 151820, score 1 : 123820
game 2630 : Score 0 : 151820, score 1 : 123980
game 2631 : Score 0 : 151980, score 1 : 123980
game 2632 : Score 0 : 151980, score 1 : 124140
game 2633 : Score 0 : 151980, score 1 : 124220
game 2634 : Score 0 : 152140, score 1 : 124220
game 2635 : Score 0 : 152230, score 1 : 124220
game 2636 : Score 0 : 152230, score 1 : 124310
game 2637 : Score 0 : 152390, score 1 : 124310
game 2638 : Score 0 : 152480, score 1 : 124310
game 2639 : Score 0 : 152560, score 1 : 124310
game 2640 : Score 0 : 152560, score 1 : 124410
game 2641 : Score 0 : 152720, score 1 : 124410
game 2642 : Score 0 : 152720, score 1 : 124490
game 2643 : Score 0 : 152880, score 1 : 124490
game 2644 : Score 0 : 152970, score 1 : 124490
game 2645 : Score 0 : 152970, score 1 : 124580
game 2646 : Score 0 : 153060, score 1 : 124580
game 2647 : Score 0 : 153220, score 1 : 124580
game 2648 : Score 0 : 153310, score 1 : 124580
game 2649 : Score 0 : 153310, score 1 : 124740
game 2650 : Score 0 : 153470, score 1 : 124740
game 2651 : Score 0 : 153470, score 1 : 124900
game 2652 : Score 0 : 153470, score 1 : 125060
game 2653 : Score 0 : 153470, score 1 : 125220
game 2654 : Score 0 : 153560, score 1 : 125220
game 2655 : Score 0 : 153560, score 1 : 125380
game 2656 : Score 0 : 153640, score 1 : 125380
game 2657 : Score 0 : 153640, score 1 : 125480
game 2658 : Score 0 : 153720, score 1 : 125480
game 2659 : Score 0 : 153720, score 1 : 125640
game 2660 : Score 0 : 153810, score 1 : 125640
game 2661 : Score 0 : 153810, score 1 : 125800
game 2662 : Score 0 : 153970, score 1 : 125800
game 2663 : Score 0 : 153970, score 1 : 125890
game 2664 : Score 0 : 154130, score 1 : 125890
game 2665 : Score 0 : 154220, score 1 : 125890
game 2666 : Score 0 : 154220, score 1 : 125980
game 2667 : Score 0 : 154380, score 1 : 125980
game 2668 : Score 0 : 154470, score 1 : 125980
game 2669 : Score 0 : 154560, score 1 : 125980
game 2670 : Score 0 : 154720, score 1 : 125980
game 2671 : Score 0 : 154720, score 1 : 126070
game 2672 : Score 0 : 154820, score 1 : 126070
game 2673 : Score 0 : 154900, score 1 : 126070
game 2674 : Score 0 : 154900, score 1 : 126150
game 2675 : Score 0 : 154980, score 1 : 126150
game 2676 : Score 0 : 154980, score 1 : 126230
game 2677 : Score 0 : 154980, score 1 : 126390
game 2678 : Score 0 : 155070, score 1 : 126390
game 2679 : Score 0 : 155070, score 1 : 126550
game 2680 : Score 0 : 155070, score 1 : 126630
game 2681 : Score 0 : 155070, score 1 : 126720
game 2682 : Score 0 : 155070, score 1 : 126800
game 2683 : Score 0 : 155160, score 1 : 126800
game 2684 : Score 0 : 155160, score 1 : 126890
game 2685 : Score 0 : 155250, score 1 : 126890
game 2686 : Score 0 : 155250, score 1 : 126970
game 2687 : Score 0 : 155250, score 1 : 127060
game 2688 : Score 0 : 155250, score 1 : 127140
game 2689 : Score 0 : 155330, score 1 : 127140
game 2690 : Score 0 : 155330, score 1 : 127230
game 2691 : Score 0 : 155330, score 1 : 127390
game 2692 : Score 0 : 155420, score 1 : 127390
game 2693 : Score 0 : 155580, score 1 : 127390
game 2694 : Score 0 : 155580, score 1 : 127480
game 2695 : Score 0 : 155660, score 1 : 127480
game 2696 : Score 0 : 155660, score 1 : 127560
game 2697 : Score 0 : 155660, score 1 : 127720
game 2698 : Score 0 : 155660, score 1 : 127880
game 2699 : Score 0 : 155820, score 1 : 127880
game 2700 : Score 0 : 155820, score 1 : 128040
game 2701 : Score 0 : 155980, score 1 : 128040
game 2702 : Score 0 : 156060, score 1 : 128040
game 2703 : Score 0 : 156060, score 1 : 128130
game 2704 : Score 0 : 156150, score 1 : 128130
game 2705 : Score 0 : 156230, score 1 : 128130
game 2706 : Score 0 : 156230, score 1 : 128290
game 2707 : Score 0 : 156230, score 1 : 128380
game 2708 : Score 0 : 156230, score 1 : 128460
game 2709 : Score 0 : 156330, score 1 : 128460
game 2710 : Score 0 : 156490, score 1 : 128460
game 2711 : Score 0 : 156570, score 1 : 128460
game 2712 : Score 0 : 156660, score 1 : 128460
game 2713 : Score 0 : 156750, score 1 : 128460
game 2714 : Score 0 : 156840, score 1 : 128460
game 2715 : Score 0 : 157000, score 1 : 128460
game 2716 : Score 0 : 157000, score 1 : 128540
game 2717 : Score 0 : 157090, score 1 : 128540
game 2718 : Score 0 : 157250, score 1 : 128540
game 2719 : Score 0 : 157250, score 1 : 128640
game 2720 : Score 0 : 157330, score 1 : 128640
game 2721 : Score 0 : 157420, score 1 : 128640
game 2722 : Score 0 : 157420, score 1 : 128730
game 2723 : Score 0 : 157510, score 1 : 128730
game 2724 : Score 0 : 157510, score 1 : 128820
game 2725 : Score 0 : 157600, score 1 : 128820
game 2726 : Score 0 : 157600, score 1 : 128900
game 2727 : Score 0 : 157680, score 1 : 128900
game 2728 : Score 0 : 157680, score 1 : 129000
game 2729 : Score 0 : 157770, score 1 : 129000
game 2730 : Score 0 : 157770, score 1 : 129100
game 2731 : Score 0 : 157860, score 1 : 129100
game 2732 : Score 0 : 157960, score 1 : 129100
game 2733 : Score 0 : 157960, score 1 : 129260
game 2734 : Score 0 : 157960, score 1 : 129350
game 2735 : Score 0 : 158050, score 1 : 129350
game 2736 : Score 0 : 158150, score 1 : 129350
game 2737 : Score 0 : 158240, score 1 : 129350
game 2738 : Score 0 : 158240, score 1 : 129450
game 2739 : Score 0 : 158240, score 1 : 129540
game 2740 : Score 0 : 158330, score 1 : 129540
game 2741 : Score 0 : 158330, score 1 : 129620
game 2742 : Score 0 : 158330, score 1 : 129700
game 2743 : Score 0 : 158420, score 1 : 129700
game 2744 : Score 0 : 158510, score 1 : 129700
game 2745 : Score 0 : 158590, score 1 : 129700
