game 699, score 0 : 14, score 1 : 148
game 700, score 0 : 40, score 1 : 122
game 701, score 0 : 55, score 1 : 107
game 702, score 0 : 61, score 1 : 101
game 703, score 0 : 29, score 1 : 133
game 704, score 0 : 120, score 1 : 42
game 705, score 0 : 94, score 1 : 68
game 706, score 0 : 42, score 1 : 120
game 707, score 0 : 103, score 1 : 59
game 708, score 0 : 0, score 1 : 162
game 709, score 0 : 100, score 1 : 62
game 710, score 0 : 87, score 1 : 75
game 711, score 0 : 28, score 1 : 134
game 712, score 0 : 94, score 1 : 68
game 713, score 0 : 105, score 1 : 57
game 714, score 0 : 23, score 1 : 139
game 715, score 0 : 52, score 1 : 110
game 716, score 0 : 90, score 1 : 72
game 717, score 0 : 84, score 1 : 78
game 718, score 0 : 97, score 1 : 65
game 719, score 0 : 116, score 1 : 46
game 720, score 0 : 87, score 1 : 75
game 721, score 0 : 114, score 1 : 48
game 722, score 0 : 28, score 1 : 134
game 723, score 0 : 91, score 1 : 71
game 724, score 0 : 135, score 1 : 27
game 725, score 0 : 88, score 1 : 74
game 726, score 0 : 113, score 1 : 49
game 727, score 0 : 52, score 1 : 110
game 728, score 0 : 56, score 1 : 106
game 729, score 0 : 88, score 1 : 74
game 730, score 0 : 54, score 1 : 108
game 731, score 0 : 125, score 1 : 37
game 732, score 0 : 17, score 1 : 145
game 733, score 0 : 82, score 1 : 80
game 734, score 0 : 17, score 1 : 145
game 735, score 0 : 18, score 1 : 144
game 736, score 0 : 98, score 1 : 64
game 737, score 0 : 149, score 1 : 13
game 738, score 0 : 106, score 1 : 56
game 739, score 0 : 108, score 1 : 54
game 740, score 0 : 83, score 1 : 79
game 741, score 0 : 25, score 1 : 137
game 742, score 0 : 132, score 1 : 30
game 743, score 0 : 35, score 1 : 127
game 744, score 0 : 89, score 1 : 73
game 745, score 0 : 78, score 1 : 84
game 746, score 0 : 50, score 1 : 112
game 747, score 0 : 115, score 1 : 47
game 748, score 0 : 68, score 1 : 94
game 749, score 0 : 25, score 1 : 137
game 750, score 0 : 82, score 1 : 80
game 751, score 0 : 106, score 1 : 56
game 752, score 0 : 78, score 1 : 84
game 753, score 0 : 24, score 1 : 138
game 754, score 0 : 77, score 1 : 85
game 755, score 0 : 88, score 1 : 74
game 756, score 0 : 89, score 1 : 73
game 757, score 0 : 110, score 1 : 52
game 758, score 0 : 23, score 1 : 139
game 759, score 0 : 138, score 1 : 24
game 760, score 0 : 13, score 1 : 149
game 761, score 0 : 114, score 1 : 48
game 762, score 0 : 34, score 1 : 128
game 763, score 0 : 127, score 1 : 35
game 764, s
